Width (pixels),Height (pixels)
65.48000000000002,46.98000000000002
52.710000000000036,101.73000000000003
45.920000000000016,116.09999999999997
45.919999999999995,116.10000000000002
21.5,27.480000000000015
149.0,58.23000000000002
126.0,202.0
139.44,182.64
234.42999999999995,84.37
34.10000000000002,33.42000000000007
44.68000000000001,81.13
32.099999999999966,43.450000000000045
22.91999999999996,253.20000000000002
250.76999999999998,172.85000000000002
209.36,60.219999999999914
53.24000000000001,35.75999999999999
39.40000000000009,32.73000000000002
40.00999999999999,56.97000000000003
50.309999999999945,267.50000000000006
161.2399999999999,248.17
237.70000000000002,132.07999999999998
246.41000000000003,106.84000000000015
112.73000000000003,125.35000000000014
150.59000000000015,76.43000000000006
74.02999999999997,74.00999999999999
305.6300000000001,39.58999999999992
85.80999999999995,114.58999999999992
34.07999999999993,41.210000000000036
132.28999999999996,11.620000000000005
36.599999999999994,10.509999999999991
276.05,10.509999999999991
60.54000000000008,97.15000000000003
256.56000000000006,13.269999999999982
13.069999999999936,27.58999999999997
9.07000000000005,10.240000000000009
9.070000000000164,131.10999999999999
10.370000000000005,45.400000000000034
107.18,73.08999999999997
19.22999999999996,80.13999999999999
55.02999999999997,29.91999999999999
22.69999999999999,10.070000000000007
41.02999999999997,11.409999999999997
27.78000000000003,10.310000000000002
19.230000000000018,80.05
8.180000000000007,15.529999999999971
21.200000000000017,19.579999999999927
219.37999999999994,13.370000000000005
200.54,21.04000000000002
204.57000000000005,22.61000000000001
9.929999999999978,21.29000000000002
219.60000000000002,62.51999999999999
17.1099999999999,143.78000000000003
43.610000000000014,69.79999999999995
13.600000000000023,166.15
22.889999999999986,255.57999999999993
53.940000000000055,171.59
23.189999999999998,61.40000000000009
66.32,108.84000000000015
62.640000000000015,61.399999999999864
34.370000000000005,254.46000000000004
88.21000000000004,40.64999999999998
136.56000000000006,98.07000000000005
162.86999999999995,40.64999999999998
97.86999999999999,163.73000000000002
55.819999999999986,98.07000000000016
89.30000000000001,70.9799999999999
47.440000000000055,54.97000000000003
41.049999999999955,5.930000000000063
22.07000000000005,43.10000000000002
40.110000000000014,172.76000000000002
173.97000000000003,134.36
51.16999999999996,112.17
56.68000000000007,69.54999999999995
7.75,58.84000000000003
23.700000000000045,7.850000000000023
66.81,5.959999999999923
45.24000000000001,57.940000000000055
44.639999999999986,36.28000000000003
76.21000000000004,35.039999999999964
32.129999999999995,19.32000000000005
25.28,42.05000000000001
10.75,23.640000000000043
276.4,25.480000000000018
130.38999999999987,178.59000000000003
58.46999999999997,18.360000000000014
27.16999999999996,29.210000000000033
14.759999999999991,20.799999999999955
68.93,193.1199999999999
14.28000000000003,60.3900000000001
41.61999999999995,217.07
101.50999999999999,10.510000000000105
14.760000000000048,16.610000000000014
49.589999999999975,40.75999999999999
15.399999999999977,15.950000000000045
47.97000000000003,9.479999999999905
314.82000000000005,77.16999999999996
122.69000000000001,10.509999999999991
11.279999999999973,9.279999999999973
20.0,262.06
37.16999999999999,56.83999999999992
22.589999999999975,121.90999999999997
10.759999999999991,135.03999999999996
11.279999999999973,73.66000000000008
10.209999999999923,68.91999999999996
307.49999999999994,60.05999999999995
44.76999999999998,114.58999999999992
55.099999999999916,76.23000000000002
73.03999999999996,78.25999999999999
46.65000000000009,19.840000000000032
33.02999999999997,26.46000000000004
80.00000000000006,146.63
202.82999999999998,108.70000000000005
22.039999999999992,31.98000000000002
36.370000000000005,64.82000000000005
45.39999999999998,28.360000000000017
45.380000000000024,109.39999999999998
38.599999999999966,41.47000000000003
33.3900000000001,44.789999999999964
23.8900000000001,26.129999999999995
44.30000000000001,26.870000000000005
32.97000000000003,36.77999999999997
50.770000000000095,22.579999999999927
19.91000000000008,15.42999999999995
22.569999999999993,44.370000000000005
27.529999999999973,241.38
34.39999999999998,113.24000000000001
11.230000000000018,7.2000000000000455
187.03999999999996,96.17000000000002
254.22000000000003,233.35000000000002
11.950000000000045,96.17000000000002
55.139999999999986,72.10000000000002
84.64999999999998,143.41000000000008
73.09,27.930000000000007
173.11999999999995,120.16000000000003
210.27999999999997,39.059999999999945
40.39999999999998,60.22000000000003
150.21,36.91999999999996
24.32000000000005,36.940000000000055
38.82000000000006,175.64
76.88999999999999,51.220000000000034
38.829999999999984,12.800000000000013
41.44999999999999,55.10000000000002
41.4699999999998,12.0
10.299999999999955,20.359999999999957
54.90000000000009,72.29999999999998
8.879999999999995,67.75
35.50999999999999,18.5
28.28000000000009,53.30000000000007
26.45000000000005,145.39999999999998
17.25,218.13
45.830000000000155,148.60000000000002
57.480000000000025,13.379999999999997
118.30999999999999,12.480000000000018
58.0,13.829999999999984
18.399999999999977,13.840000000000032
33.120000000000005,24.289999999999964
33.14999999999998,81.34999999999997
33.139999999999986,51.889999999999986
13.330000000000041,114.92000000000009
245.90000000000003,201.91000000000008
61.52999999999997,9.57000000000005
54.56999999999999,14.34999999999991
105.3900000000001,13.289999999999962
9.569999999999993,19.13000000000011
15.410000000000025,45.069999999999936
13.829999999999984,15.909999999999968
194.03000000000003,16.480000000000018
16.0,36.799999999999955
14.89,181.98000000000002
16.480000000000018,63.08999999999997
119.51,82.47000000000003
41.53999999999999,244.92999999999995
46.06,108.11000000000001
57.65999999999997,82.88999999999999
55.860000000000014,102.09999999999997
138.14000000000004,48.650000000000034
41.43999999999994,85.10000000000002
36.23000000000002,84.30000000000001
36.23000000000002,10.160000000000025
13.420000000000016,6.000000000000001
5.800000000000068,104.82999999999998
56.59000000000003,10.699999999999989
10.819999999999936,5.650000000000035
5.460000000000036,29.299999999999955
41.700000000000045,6.050000000000011
5.740000000000009,30.55000000000001
5.349999999999966,5.569999999999993
5.899999999999977,5.800000000000011
15.150000000000006,20.399999999999974
15.180000000000009,22.889999999999986
38.969999999999914,77.56
19.800000000000004,44.54000000000008
16.710000000000008,20.05000000000001
9.20999999999998,8.589999999999975
10.019999999999982,20.389999999999986
7.099999999999966,6.2999999999999545
91.18,42.24999999999999
7.990000000000009,14.079999999999984
18.69999999999999,47.839999999999975
24.730000000000018,48.420000000000016
29.079999999999927,62.869999999999976
26.90000000000009,64.22
10.069999999999936,5.689999999999998
41.180000000000064,28.300000000000008
119.82000000000016,14.519999999999982
4.799999999999983,4.699999999999989
12.140000000000015,5.590000000000032
73.04000000000002,74.35
16.30000000000001,29.019999999999985
5.0,5.199999999999989
4.890000000000015,4.699999999999989
14.57000000000005,6.550000000000011
5.300000000000011,5.5
5.390000000000043,5.100000000000023
61.670000000000016,97.48
298.23,52.629999999999995
5.289999999999964,4.8799999999999955
88.09,12.439999999999998
14.319999999999993,6.080000000000041
50.69,135.06
73.72999999999996,104.72
58.89999999999998,126.11999999999999
7.599999999999994,8.199999999999989
9.3,7.899999999999978
23.04,9.069999999999993
31.350000000000023,38.56999999999999
10.600000000000023,8.800000000000011
15.120000000000005,11.04000000000002
13.439999999999998,86.68
14.399999999999977,11.399999999999977
18.789999999999964,11.399999999999977
21.599999999999994,9.329999999999984
5.76,8.46999999999997
64.55999999999995,15.11999999999995
92.40999999999985,117.58000000000001
12.509999999999991,94.06000000000002
9.860000000000014,116.99000000000002
9.870000000000005,16.620000000000005
14.840000000000032,11.0
11.189999999999998,9.400000000000006
12.699999999999989,11.349999999999993
20.210000000000036,56.26
83.53999999999996,12.140000000000015
112.96000000000001,12.710000000000008
96.01000000000002,32.5
222.13000000000002,113.40999999999997
53.110000000000014,148.45999999999998
134.66999999999996,146.03999999999996
39.52999999999997,265.31999999999994
110.7399999999999,21.960000000000036
165.07999999999998,120.50000000000001
156.81,51.08999999999992
10.629999999999995,112.98000000000003
13.819999999999993,146.03999999999996
24.75,18.610000000000014
56.82999999999993,10.639999999999986
59.80000000000001,21.259999999999877
42.08999999999992,9.569999999999993
23.25999999999999,29.560000000000002
27.629999999999995,106.48999999999998
6.539999999999964,45.650000000000034
3.759999999999991,12.560000000000002
4.399999999999977,11.879999999999995
4.5,7.300000000000011
7.100000000000023,10.699999999999989
29.679999999999836,5.160000000000025
39.069999999999936,5.699999999999989
56.16000000000008,27.24000000000001
22.8900000000001,39.57000000000005
39.069999999999936,60.23000000000002
36.710000000000036,62.68000000000007
34.07999999999993,30.75
7.850000000000024,82.04000000000008
10.960000000000036,76.88
8.470000000000027,58.51000000000002
235.55999999999995,11.120000000000005
41.620000000000005,33.0
37.099999999999994,15.429999999999952
8.350000000000023,9.180000000000007
18.419999999999987,117.05000000000001
14.450000000000045,42.19
299.1,69.02999999999997
82.75,29.480000000000015
156.42000000000002,9.5
10.560000000000002,24.43999999999997
28.930000000000007,23.120000000000005
28.930000000000007,36.69
35.73000000000002,45.97000000000003
117.38,33.81
54.49000000000001,12.04000000000002
117.38,72.00999999999993
271.27,72.01000000000005
133.67000000000002,49.65999999999997
41.06,207.25000000000006
44.5,128.79000000000008
21.909999999999854,204.27000000000004
24.460000000000036,119.53999999999996
44.5,76.76000000000005
29.099999999999998,131.37000000000006
40.349999999999966,15.730000000000018
29.249999999999996,49.5
36.710000000000036,138.00000000000006
18.769999999999982,100.0
41.32999999999993,50.319999999999936
40.09999999999991,44.43000000000006
41.5,40.41999999999996
47.44,21.85000000000002
48.08999999999992,15.740000000000009
18.289999999999964,97.79999999999995
52.97000000000003,96.41999999999996
15.309999999999944,100.06000000000006
104.09999999999991,100.77999999999997
106.01999999999998,27.340000000000032
126.00999999999975,43.960000000000036
126.00999999999998,26.069999999999936
115.30000000000018,247.39999999999986
104.56999999999994,247.40000000000006
34.58000000000004,93.97000000000003
8.079999999999984,93.97000000000003
207.31,250.22000000000006
87.97,245.49999999999997
20.289999999999964,60.47000000000003
31.899999999999977,6.240000000000009
15.980000000000018,15.480000000000016
39.57999999999993,204.60999999999999
13.590000000000146,41.27999999999997
65.8900000000001,93.55999999999995
31.100000000000136,42.31000000000006
11.480000000000018,35.39999999999998
31.410000000000082,16.399999999999977
44.520000000000095,41.60000000000002
13.050000000000182,88.93000000000006
53.389999999999986,16.170000000000073
35.710000000000036,91.82999999999993
7.949999999999932,111.32000000000001
36.700000000000045,32.51000000000005
53.80000000000001,110.98000000000002
10.0,57.19999999999999
12.160000000000082,32.69999999999993
10.32000000000005,7.550000000000011
131.93000000000006,80.24000000000001
8.400000000000091,129.73999999999998
67.3900000000001,19.82000000000005
113.49000000000001,18.270000000000095
67.62,14.610000000000014
12.079999999999984,19.540000000000077
12.20999999999998,7.699999999999989
21.980000000000004,51.829999999999984
115.4,109.55000000000001
123.79000000000002,165.99
18.03000000000003,11.400000000000034
248.51,11.139999999999986
17.180000000000007,65.37
15.45999999999998,157.68999999999994
6.019999999999982,10.299999999999955
6.159999999999968,16.25999999999999
12.399999999999977,32.52999999999997
10.300000000000011,51.400000000000006
35.81999999999999,12.479999999999961
6.1299999999999955,20.609999999999985
328.67999999999995,6.650000000000006
23.75000000000003,5.859999999999985
24.299999999999955,8.400000000000034
22.389999999999986,7.8000000000000105
30.78,64.22999999999996
24.519999999999982,5.560000000000002
32.430000000000064,66.03999999999996
214.84000000000003,60.400000000000034
318.6700000000001,41.76999999999998
305.1200000000001,54.84999999999996
35.34,22.599999999999966
299.75,62.52999999999997
66.61000000000001,61.25999999999999
76.94000000000005,43.370000000000005
43.809999999999945,114.33999999999992
60.29000000000002,81.21000000000004
85.03000000000003,145.64
113.67000000000007,57.20000000000001
106.20000000000005,129.89999999999998
45.41,82.82
32.610000000000014,24.299999999999958
77.92999999999995,39.18999999999994
