traffic-signal-system_good,Dome-Camera,off-site,cabinet_good,traffic-signal-system_bad,backpack-box_good,backpack-box_bad,restricted-elevated_good,traffic-guidance-system_good,Gun-type-Camera,Flashlight,traffic-guidance-system_bad,cabinet_bad,restricted-elevated_bad
0.7174709835064143,1.2781395348837217,0.3908053691275169,1.6922732517091148,1.6031746031746033,1.3098106712564543,1.664295430724974,0.14341604781742406,0.7076283999936337,0.8890589135424684,1.1587651598676882,0.9411392768868195,1.6889861137530915,0.16950556079584095
1.9299943084803635,1.2796528447444528,0.16062519488618657,1.8796627885060229,2.4741935483870954,0.9876367770356685,0.8835520073291232,0.09648905000744903,0.625845953022898,0.5325013000520036,1.1587651598676738,0.8522276422764229,1.0974358974358975,0.09469619995935787
2.528310104529615,1.5559022360894417,0.25741742862474315,1.0563476242145904,0.7479856759176381,1.335649463587677,0.7170549012397057,0.28493021334356267,1.2142494123626197,0.5382075471698107,1.2310513447432763,0.5248614782892116,1.779583895565946,0.09469619995935787
2.5283101045296177,1.3506493506493498,2.8848092152627753,1.2619155954953927,2.527414330218071,2.0000000000000027,0.9949195596951734,0.07301234175538954,1.0105277701022384,0.44897959183673286,1.0382678751258836,0.8846619820692996,0.9308582044015347,0.09469619995935787
0.8256113870844479,0.9001814882032686,0.36452641165755917,1.4761762573049526,1.8957242582897087,1.759334055758054,1.1113693814103496,0.10392354673355877,0.9494925654944535,0.41916944753429713,0.9076563413208686,0.7032502550648592,1.2781430795325173,0.16950556079584095
1.1311044327573234,1.1871075763917915,0.7394790159189581,1.288010096760623,1.0096901543246801,1.258911819887431,0.9108827256088975,0.1409614857967984,0.5227180570672472,1.218812989921614,0.9830882352941164,0.833012202954399,1.0595629898551218,0.16950556079584095
1.1323792486583202,1.3124058262179756,0.10360749185667754,1.2727567874680406,0.9076142131979672,1.0965832660747916,0.8089057136440924,0.09859300108230741,0.49690100186788944,0.7651612903225887,0.919178680646572,1.0442045454545452,1.3362517536028566,0.5539810945095156
2.2014548035128176,1.1905183872396994,0.13879210220673643,1.4431987032284235,0.8180454886278437,1.5789924973204703,1.0742172667334045,0.120946380352321,0.5366451399238287,0.31052215189873505,0.9180681328158699,0.6436709358057673,1.4276163351998459,0.10147510755992632
0.8770834716780653,1.3359970940791868,1.1913121326534586,1.460785456240534,1.659017613495412,1.2578101304215952,0.8397857561302201,0.0574866127999346,0.5235644561295555,0.5544186046511556,1.0999641705481926,0.8072490663734048,1.6844929820610972,0.17794138074732604
2.242664319248833,1.373998219056093,0.10721033620450118,1.4723766979669985,0.9427020506634499,1.3157750718292518,0.9391077242316912,0.10428441203281676,0.682357381645638,0.44435923000230165,1.2942664418212435,0.5357535753575358,1.7669036482694107,0.16950556079584095
2.3295789553254225,1.148437499999998,0.3858403589212641,1.6174329310860678,2.030840849578119,1.0724637681159421,1.2350153056186435,0.07496605445579942,0.7593852651337405,0.6204891397297768,1.2896577107103429,0.7974052685705247,1.0238899185051664,0.10147510755992632
2.0221311475409838,1.2427184466019485,1.9412997903563898,1.5065747665835652,1.8185654008438794,2.105919003115267,1.2395468033450228,0.08201802784769317,0.717429067747539,0.610039170172639,1.3089430894308984,0.6240938356096646,1.1465881383289267,0.2143483343074228
1.8927981499834783,1.351351351351352,0.882213905849909,1.871558289396601,2.512768817204302,1.9158364171173725,1.793158660844251,0.058746508379888235,0.8119503881298157,0.6122056703507941,1.6554621848739492,0.7097560975609756,1.6148009242594892,0.10147510755992632
2.3825186262038898,1.5227177642038323,0.23722198460222418,1.6923313071775037,1.7692558480723772,1.4838882921589682,0.9683367921731396,0.13151425762045238,0.8731227141856667,0.5890300463803195,1.2439024390243871,0.732255797610682,1.595613804614933,0.20478742666763236
1.7813794784304173,1.173986486486489,0.3400209400379185,4.443588581785221,1.7846534653465362,1.3465346534653444,1.2423214040861104,0.12244920993227988,1.0465308483821643,0.8305000000000007,0.9317375886524938,0.7932721801875491,1.3999948160340068,0.12440940317110637
2.295338441890166,1.1998803111909038,0.18396824233029233,1.9165526675786642,1.0036429872495434,1.5079051383399191,1.3062598574076982,0.14923839943501932,0.9636504253673631,0.706064630367422,0.8810408921933004,0.548909281711211,0.9879605342581517,0.10147510755992632
1.8835732910100889,2.624999999999991,0.573359617009292,1.2522935779816482,2.556577086280048,2.2494949494949528,1.241374195271012,0.11965732003956053,0.5309716071893722,0.7275226835303832,0.9317375886524837,0.4081000307651738,1.8519021739130435,0.20478742666763236
1.7532440993154186,1.3285371702637903,0.3308255388369254,0.9126098937147346,2.5614366729678593,2.034930139720561,0.6485315047224736,0.08163014513750551,1.9377806451612902,0.6563953488372076,0.9089128305582804,0.5000186434990119,0.8293350086990141,0.8174312253105094
0.9902557856272843,1.1727272727272844,0.06385452273949775,1.8313103018985384,1.8437156622432593,1.7622027534417983,1.0974358974358975,0.12188946759259262,10.88668730650154,0.6025104602510475,1.0061823802163805,0.8883595579027604,1.5738499280254643,0.31086466816842845
1.0134629768137613,1.2666666666666642,0.7391052555378597,1.604811866859624,2.3488821418713766,1.7803680981595071,1.053177691309987,7.980859010270775,0.15070556768223314,0.7831967746130841,0.9508112284316244,0.8496575342465753,1.0704152297642082,0.09469619995935787
2.585840443047448,1.4078467153284582,0.06368032684370703,1.2696001786910864,2.326800993651669,1.4203173742031745,1.7345070704642873,0.12269999340499894,0.7328236934468002,0.8433284576629289,0.891194209891437,0.6993665957115415,0.8127647943146099,0.20478742666763236
2.969938107869142,1.3268186753528766,0.4633691599034875,1.8488499452354878,1.8524474288743582,1.2303030303030291,0.759845801208585,0.13146739231039778,0.801522315765195,0.9312134977287403,1.000000000000006,0.780935341599401,1.0150567743619558,0.5539810945095156
2.212522686025411,1.5999999999999952,0.12118177265898816,1.432374999999998,0.7026378896882476,1.6081147946561078,2.502374887007972,0.13493193455726243,0.7348892801603925,0.9609544468546621,1.0344827586206777,1.1021176470588236,1.5459637997093403,0.17794138074732604
1.818346957311535,1.140151515151517,0.17647453307849645,2.02576247689464,1.990248909417505,1.1944356908116864,0.7268850314739624,0.07263883038710822,0.6446128857606933,1.0685023505708506,1.0347985347985342,0.7250748149314853,1.1959936942813663,0.09469619995935787
3.229735682819385,1.1640916355887074,0.14121920762856166,0.9547300446042213,2.558288770053476,1.2924361244624325,0.9110125364686432,0.16720874899041718,0.7990885344300559,1.0,1.0540069686411153,1.1351399290500592,1.21072200803121,0.16950556079584095
2.3953283384750987,1.206769683590861,0.154564907275321,1.2351097178683454,1.9579458147998374,1.5383502170766923,0.9035261847186632,0.27561321483228723,0.5259928080050031,0.7570789865871843,1.0411214953271082,0.6330524179315214,1.0970901406161102,0.31086466816842845
0.8284974093264261,1.4085365853658578,0.14061484628842788,1.1629936722670715,2.1619669876203624,1.0845806604894304,1.720015067805123,0.06830527477684971,0.6778228635933735,0.9889094269870657,0.9830508474576328,0.787803594255207,1.8983355825461088,0.13402825441814764
2.4695259593679446,1.4156976744185992,0.21169196177627886,1.2659885293799396,2.3873605947955308,2.845744680851068,1.055033150287425,0.15814770763891944,0.8307440719542107,0.932681867535287,0.9791666666666677,0.5165967818561129,0.9142251028927277,0.20478742666763236
1.744105912223432,1.3650500790722186,0.11867865569797853,1.357553267895619,0.687226809130645,1.3898684578785319,0.7911663082610483,0.1613428576035604,1.1419327126889711,0.8873239436619696,1.0399999999999978,0.7194319804201509,0.9831156556109298,0.3752039151712887
2.756645008860013,1.5065926439972241,0.5201478092556755,1.3142705382436257,1.0179353778751365,2.3635529454945874,0.7662855538171462,0.0851114460220512,0.5564236534987061,0.5650446871896756,0.9611451942740235,0.8086170212765956,1.5646273857048143,0.31086466816842845
2.529575504523311,1.1671622068054162,0.42996742671009763,1.5210915529632323,1.5806713150640503,1.5189743589743612,1.1817925503586972,0.10236588271013844,0.9176147907354734,0.4604612850082393,1.0377358490566015,0.5727294136117433,1.169463129838812,0.1881957943099488
2.5620689655172417,1.176624224616388,1.1162079510703444,1.541592014333251,1.7807692307692302,1.1010623808226618,0.8556424993652333,0.1547340293655822,0.7802551303383249,0.44955387783115913,0.9461966604823714,0.9703031518433101,2.4329956856124553,0.3752039151712887
0.727173913043479,1.0522780373831773,0.054058481448112046,1.1160968660968658,3.8366197183098483,1.4948059048660518,1.391109435227082,0.23363888888888892,0.6405529586953232,0.42458100558659523,0.9224952741020849,0.7388571428571428,1.6336222260695992,0.09568450870572164
0.37681159420289906,1.2672094744633604,0.12266800401203609,1.6585776069197493,1.716842723004699,1.7028086218158087,0.8164458366136789,0.14984027777777775,0.7328236934468002,0.39366319444444414,1.078947368421052,0.6475624999999999,0.9757070717566136,0.5539810945095156
0.4171945701357464,1.475609756097583,0.5555287009063448,1.2264533490618206,1.7656329868802187,1.982000000000005,1.7037461773700142,0.08139950017850753,0.7999772658381329,0.49654071314529014,0.8494623655913954,0.55475763016158,1.5806387225548904,0.1274106409859356
0.4176222088111055,1.2527472527472463,0.2161488300728807,0.894291912919877,1.7402453569603002,1.5024671052631557,1.0359538350067279,0.2675,0.5048547213299215,0.3921296296296284,0.8301886792452823,0.5471655282002601,0.9496593186372744,0.31086466816842845
1.8222055513878386,1.158343483556648,0.07467078288553382,1.7486986697513,2.0237121831561704,2.9740673339399453,0.7302658266196322,0.08834738769018395,0.7757434078239688,1.084897229669349,0.7301587301587313,0.5551098081571771,1.1630101186088586,0.17794138074732604
2.816874999999996,1.4706663714854997,2.647684605757197,2.078666416932011,3.436426116838488,1.1427817366059636,0.959458239277653,0.1785689174303327,0.7293305506501846,1.0007874015748046,0.8482142857142841,0.7774266811494015,1.444474204024239,0.8174312253105094
1.5187770823302835,1.1768437747819112,0.6313552891182267,1.3664644714038123,1.2470879801734815,1.2886002886002885,0.9415121255349468,0.20027917896005837,0.7328236934468002,0.4134814535868957,0.7916666666666663,0.5423638322417029,5.394217451523548,0.3175382634397588
1.7904906643508471,1.1904761904761898,0.9157098851862195,1.793132328308207,2.0956539821168674,1.7113897039210473,0.6132083633741889,0.2198069936618314,0.933619702176403,1.0009407337723415,1.115618661257605,0.5466863905325443,1.6274297423887583,0.3752039151712887
1.8749566423864044,1.28124999999998,0.14810884559993986,1.6764943773319079,0.8299037190862755,1.1477309826967037,1.9709543568464758,0.08307356070627485,0.2724508556074112,0.3866666666666664,0.9523809523809526,0.5473116452900705,1.1173877144058952,0.13168148462115906
2.664430854211876,1.171014492753644,0.08320542854834763,1.6558791801510242,2.376560999039386,1.9006944444444325,1.9871601208459249,0.1663663798927975,0.7340943496583607,0.5399828030954431,0.7648247978436636,0.4048222029488291,1.5926352809055178,0.3752039151712887
2.1412563667232605,1.4545454545454506,0.06590356564019444,1.7661903513371784,0.7457344655186113,1.1173671689135605,0.9331919406150584,0.1777782849839089,0.779363336992316,1.0838252656434448,1.4165605095541365,0.7373886773452497,1.4595830478098153,0.17794138074732604
1.821251548946718,1.2666666666666704,0.20683272302925437,2.542518765638032,0.74573446551861,1.297153700189746,1.6347837622711596,0.1653674225904928,0.7535953631588482,1.1377245508982006,0.9437086092715272,0.7072942775818858,1.0757447409289849,0.16950556079584095
0.8947798321823721,1.241877256317697,0.20092491176828517,6.706200270229694,0.8943911066195058,2.0468714705217956,0.7619328922495276,0.1394154531038597,0.7471480036025218,0.7179370150616213,0.9123669123669128,1.5272606750262385,1.315525592036411,0.10147510755992632
2.5041538739389586,1.1550903901046645,0.1956278904675902,1.486093059526902,2.923591212989484,1.4999999999999998,0.8795132692964807,0.06766228164761691,1.4687117719017597,0.3808371642874434,1.1046511627907019,0.6270015698587127,1.7535443656807626,0.06597489735612795
1.3332210242587692,1.2354085603112863,1.1241905642923207,1.0999845668805257,2.1863760217983628,1.1814645308924512,1.8299848779434003,0.19139090584454233,0.7576495132127958,0.772277227722775,0.9512987012987039,0.7816002618015215,1.0714588235294118,0.8174312253105094
1.343381389252943,1.2197530864197663,1.5769477054429024,2.9531939521088035,2.4115241635687723,1.5454545454545237,0.9351783990885937,0.26872690628149143,0.6747019554867731,0.9496855345912045,0.9070146818923338,1.3076811243033681,0.9268926687735272,0.5539810945095156
2.0998208343998006,1.2089201877934377,0.09469023049855686,6.101236858379722,0.7691052084879049,1.0456191165821909,1.1906552015036926,0.08335302108558257,0.670452018054556,0.9166666666666554,0.7451701931922707,0.8333333333333329,0.8933964884581085,0.3175382634397588
2.0942522473440457,1.2723363592928836,0.8351254480286694,1.260889984736408,0.9652832848709137,1.0465597516813216,1.1243901237001623,0.12354088066239587,0.8111627906976749,0.9018302828618948,0.6946543520850847,0.6302931596091206,0.8933964884581085,0.3752039151712887
0.7946091644204857,1.2380952380952244,0.1171851763726131,2.162655105396924,2.9473634651600746,1.118755890669167,2.292723081988805,0.24549495640280378,0.8418342122610415,0.7264260768335248,0.8417408506429258,0.9992145829670008,1.0246362960603164,0.07002210551871296
2.4891116488074636,1.3785114393281215,0.2234258072518298,1.2129332523921026,2.843658816663843,1.5813291139240495,0.8761824194416673,0.09655039993532315,0.7826136579798366,1.3331177231565339,0.7960710944808268,0.6998032706258451,0.6446650021238461,0.16950556079584095
